Date,Total Sales,Brand,Customer_Age_Group,City,Payment Method,Mobile Model,Day,Month,Year,Day Name
2023-04-18,149347.92,OnePlus,55-59,Bhopal,Credit Card,OnePlus 9,18,4,2023,Tuesday
2023-04-18,373714.0,OnePlus,40-44,Vadodara,UPI,OnePlus 8T,18,4,2023,Tuesday
2023-04-18,129644.72,OnePlus,40-44,Patna,Debit Card,OnePlus Nord,18,4,2023,Tuesday
2023-04-19,312700.98,Xiaomi,15-19,Mumbai,Cash,Redmi Note 10,19,4,2023,Wednesday
2023-04-19,541289.7000000001,Vivo,30-34,Jodhpur,Debit Card,Vivo S1,19,4,2023,Wednesday
2023-04-19,256470.0,Apple,45-49,Bangalore,Cash,iPhone SE,19,4,2023,Wednesday
2023-04-19,163019.84,Vivo,25-29,Mumbai,UPI,Vivo V20,19,4,2023,Wednesday
2023-04-20,300155.84,Vivo,15-19,Gorakhpur,UPI,Vivo Y51,20,4,2023,Thursday
2023-04-20,436852.62,Xiaomi,20-24,Jodhpur,Debit Card,Redmi 9,20,4,2023,Thursday
2023-04-20,203154.6,Vivo,20-24,Ludhiana,Cash,Vivo Y51,20,4,2023,Thursday
2023-04-20,130571.31,Samsung,40-44,Mumbai,Debit Card,Galaxy A51,20,4,2023,Thursday
2023-04-21,379972.32,OnePlus,35-39,Jodhpur,Debit Card,OnePlus Nord,21,4,2023,Friday
2023-04-21,78976.6,Samsung,35-39,Gorakhpur,UPI,Galaxy S21,21,4,2023,Friday
2023-04-21,134211.86,Apple,30-34,Mumbai,UPI,iPhone 11,21,4,2023,Friday
2023-04-21,517017.42,OnePlus,15-19,Mumbai,UPI,OnePlus Nord,21,4,2023,Friday
2023-04-22,97307.01,Vivo,30-34,Coimbatore,Debit Card,Vivo Y51,22,4,2023,Saturday
2023-04-22,87537.52,Apple,30-34,Ranchi,Debit Card,iPhone SE,22,4,2023,Saturday
2023-04-22,12839.47,OnePlus,25-29,Hyderabad,Credit Card,OnePlus 8T,22,4,2023,Saturday
2023-04-22,99789.36,Vivo,25-29,Indore,Credit Card,Vivo Y51,22,4,2023,Saturday
2023-04-23,75143.70000000001,Samsung,25-29,Hyderabad,Debit Card,Galaxy S21,23,4,2023,Sunday
2023-04-23,359674.7,OnePlus,50-54,Bangalore,Credit Card,OnePlus Nord,23,4,2023,Sunday
2023-04-23,61128.86,Vivo,45-49,Hyderabad,Debit Card,Vivo S1,23,4,2023,Sunday
2023-04-24,43551.15,Samsung,25-29,Delhi,UPI,Galaxy A51,24,4,2023,Monday
2023-04-24,377351.64,Apple,25-29,Delhi,Cash,iPhone SE,24,4,2023,Monday
2023-04-24,273108.56,Apple,50-54,Ludhiana,UPI,iPhone 12,24,4,2023,Monday
2023-04-25,59087.64,Apple,25-29,Rajkot,Debit Card,iPhone 12,25,4,2023,Tuesday
2023-04-25,102607.5,Apple,35-39,Delhi,UPI,iPhone SE,25,4,2023,Tuesday
2023-04-25,166922.37,Xiaomi,45-49,Delhi,Debit Card,Mi 11,25,4,2023,Tuesday
2023-04-26,262600.84,OnePlus,45-49,Bhopal,Debit Card,OnePlus 9,26,4,2023,Wednesday
2023-04-26,37496.99,OnePlus,55-59,Delhi,Credit Card,OnePlus 8T,26,4,2023,Wednesday
2023-04-26,247833.69999999998,Xiaomi,40-44,Kolkata,Debit Card,Mi 11,26,4,2023,Wednesday
2023-04-26,64867.46,Vivo,25-29,Indore,Cash,Vivo Y51,26,4,2023,Wednesday
2023-04-27,15406.82,Vivo,35-39,Delhi,Credit Card,Vivo S1,27,4,2023,Thursday
2023-04-27,393602.23,Apple,35-39,Mumbai,Cash,iPhone 12,27,4,2023,Thursday
2023-04-27,282054.06,Samsung,50-54,Kanpur,Debit Card,Galaxy A51,27,4,2023,Thursday
2023-04-27,91836.46,Vivo,40-44,Delhi,UPI,Vivo Y51,27,4,2023,Thursday
2023-04-28,55104.86,Samsung,25-29,Delhi,Debit Card,Galaxy A51,28,4,2023,Friday
2023-04-28,357235.2,OnePlus,40-44,Delhi,Debit Card,OnePlus 8T,28,4,2023,Friday
2023-04-28,57687.87,Samsung,30-34,Chennai,UPI,Galaxy A51,28,4,2023,Friday
2023-04-28,33542.98,OnePlus,50-54,Delhi,UPI,OnePlus Nord,28,4,2023,Friday
2023-04-29,336090.32,Xiaomi,45-49,Coimbatore,Cash,Redmi Note 10,29,4,2023,Saturday
2023-04-29,96455.45999999999,Xiaomi,50-54,Coimbatore,Credit Card,Redmi Note 10,29,4,2023,Saturday
2023-04-29,124708.88,Apple,20-24,Mumbai,Credit Card,iPhone 11,29,4,2023,Saturday
2023-04-29,283207.39999999997,Vivo,45-49,Bangalore,Credit Card,Vivo Y51,29,4,2023,Saturday
2023-04-30,233911.76,Apple,30-34,Mumbai,Cash,iPhone 11,30,4,2023,Sunday
2023-04-30,64170.28,OnePlus,30-34,Kanpur,Cash,OnePlus Nord,30,4,2023,Sunday
2023-04-30,105028.13999999998,Apple,40-44,Mumbai,UPI,iPhone 11,30,4,2023,Sunday
2023-05-01,112409.63999999998,Samsung,45-49,Indore,Credit Card,Galaxy S21,1,5,2023,Monday
2023-05-01,242015.22000000003,OnePlus,40-44,Ranchi,Debit Card,OnePlus 8T,1,5,2023,Monday
2023-05-01,197232.16,Xiaomi,35-39,Delhi,Cash,Mi 11,1,5,2023,Monday
2023-05-02,130863.36000000002,Vivo,15-19,Bhopal,Debit Card,Vivo S1,2,5,2023,Tuesday
2023-05-02,33912.99,OnePlus,30-34,Mumbai,Credit Card,OnePlus 9,2,5,2023,Tuesday
2023-05-02,82468.46,OnePlus,20-24,Kolkata,Credit Card,OnePlus 8T,2,5,2023,Tuesday
2023-05-02,167531.5,Samsung,20-24,Bangalore,Cash,Galaxy S21,2,5,2023,Tuesday
2023-05-03,178509.36,Vivo,30-34,Bhopal,Cash,Vivo Y51,3,5,2023,Wednesday
2023-05-03,365015.35000000003,Xiaomi,55-59,Bangalore,UPI,Redmi Note 10,3,5,2023,Wednesday
2023-05-03,192182.08,OnePlus,50-54,Jodhpur,Debit Card,OnePlus 8T,3,5,2023,Wednesday
2023-05-04,621707.9400000001,OnePlus,55-59,Patna,UPI,OnePlus 8T,4,5,2023,Thursday
2023-05-04,36591.84,Samsung,25-29,Rajkot,UPI,Galaxy A51,4,5,2023,Thursday
2023-05-04,214705.32,Apple,40-44,Gorakhpur,Debit Card,iPhone SE,4,5,2023,Thursday
2023-05-05,248428.87999999998,Xiaomi,30-34,Bangalore,Credit Card,Redmi Note 10,5,5,2023,Friday
2023-05-05,140092.76,Vivo,30-34,Ranchi,Debit Card,Vivo V20,5,5,2023,Friday
2023-05-05,298967.4,OnePlus,35-39,Delhi,Credit Card,OnePlus 9,5,5,2023,Friday
2023-05-05,275727.76,OnePlus,35-39,Delhi,UPI,OnePlus 9,5,5,2023,Friday
2023-05-06,164183.8,Xiaomi,50-54,Coimbatore,Credit Card,Redmi 9,6,5,2023,Saturday
2023-05-06,287530.88,Apple,50-54,Rajkot,Credit Card,iPhone 12,6,5,2023,Saturday
2023-05-06,625517.73,OnePlus,40-44,Bhopal,Credit Card,OnePlus 8T,6,5,2023,Saturday
2023-05-07,65653.68,Xiaomi,25-29,Vadodara,Debit Card,Mi 11,7,5,2023,Sunday
2023-05-07,199244.15,Samsung,50-54,Chennai,Credit Card,Galaxy Note 20,7,5,2023,Sunday
2023-05-07,150260.76,Apple,50-54,Mumbai,Debit Card,iPhone SE,7,5,2023,Sunday
2023-05-07,301929.39999999997,Vivo,50-54,Rajkot,Cash,Vivo V20,7,5,2023,Sunday
2023-05-08,139660.44,OnePlus,30-34,Gorakhpur,Cash,OnePlus 8T,8,5,2023,Monday
2023-05-08,165339.18,Xiaomi,30-34,Chennai,UPI,Mi 11,8,5,2023,Monday
2023-05-08,220269.69999999998,Samsung,35-39,Mumbai,UPI,Galaxy A51,8,5,2023,Monday
2023-05-09,132995.98,Vivo,20-24,Delhi,Debit Card,Vivo S1,9,5,2023,Tuesday
2023-05-09,105335.54,Xiaomi,35-39,Lucknow,Credit Card,Redmi 9,9,5,2023,Tuesday
2023-05-09,27738.3,Xiaomi,45-49,Delhi,Credit Card,Mi 11,9,5,2023,Tuesday
2023-05-09,179451.16,Vivo,35-39,Chennai,Cash,Vivo S1,9,5,2023,Tuesday
2023-05-10,466576.39,Samsung,55-59,Coimbatore,Debit Card,Galaxy Note 20,10,5,2023,Wednesday
2023-05-10,528379.11,Samsung,15-19,Coimbatore,Credit Card,Galaxy S21,10,5,2023,Wednesday
2023-05-10,163529.88,Apple,50-54,Patna,Credit Card,iPhone 11,10,5,2023,Wednesday
2023-05-10,379538.45999999996,OnePlus,20-24,Mumbai,Debit Card,OnePlus 9,10,5,2023,Wednesday
2023-05-11,144768.54,Vivo,25-29,Mumbai,UPI,Vivo Y51,11,5,2023,Thursday
2023-05-11,416366.09,Vivo,25-29,Vadodara,Debit Card,Vivo V20,11,5,2023,Thursday
2023-05-11,53134.24,Vivo,35-39,Delhi,Debit Card,Vivo Y51,11,5,2023,Thursday
2023-05-11,394932.0,Samsung,35-39,Patna,Credit Card,Galaxy Note 20,11,5,2023,Thursday
2023-05-12,63756.8,OnePlus,25-29,Mumbai,Cash,OnePlus 8T,12,5,2023,Friday
2023-05-12,368757.72000000003,Apple,50-54,Gorakhpur,Credit Card,iPhone 11,12,5,2023,Friday
2023-05-12,77922.03,Xiaomi,55-59,Delhi,Credit Card,Redmi 9,12,5,2023,Friday
2023-05-12,81743.24,Xiaomi,45-49,Patna,Credit Card,Mi 11,12,5,2023,Friday
2023-05-13,98478.72,Vivo,50-54,Delhi,Debit Card,Vivo Y51,13,5,2023,Saturday
2023-05-13,99214.26,OnePlus,45-49,Coimbatore,Debit Card,OnePlus Nord,13,5,2023,Saturday
2023-05-13,300823.8,Samsung,45-49,Delhi,Credit Card,Galaxy A51,13,5,2023,Saturday
2023-05-14,106213.68,OnePlus,50-54,Delhi,Credit Card,OnePlus Nord,14,5,2023,Sunday
2023-05-14,124186.53,OnePlus,45-49,Madurai,Cash,OnePlus Nord,14,5,2023,Sunday
2023-05-14,38120.850000000006,Samsung,50-54,Mumbai,UPI,Galaxy A51,14,5,2023,Sunday
2023-05-14,396038.76,Vivo,55-59,Delhi,Credit Card,Vivo S1,14,5,2023,Sunday
2023-05-15,313976.22000000003,OnePlus,55-59,Kolkata,Debit Card,OnePlus Nord,15,5,2023,Monday
2023-05-15,164255.55,Xiaomi,45-49,Bangalore,UPI,Redmi 9,15,5,2023,Monday
2023-05-15,173042.49,Samsung,45-49,Mumbai,UPI,Galaxy A51,15,5,2023,Monday
2023-05-15,54864.61,Apple,15-19,Mumbai,Cash,iPhone SE,15,5,2023,Monday
2023-05-16,255268.79,Vivo,25-29,Patna,UPI,Vivo S1,16,5,2023,Tuesday
2023-05-16,432138.48,Samsung,35-39,Rajkot,Credit Card,Galaxy S21,16,5,2023,Tuesday
2023-05-16,95003.22,Apple,50-54,Mumbai,Credit Card,iPhone 11,16,5,2023,Tuesday
2023-05-16,244963.92,Apple,25-29,Bhopal,Debit Card,iPhone 11,16,5,2023,Tuesday
2023-05-17,407033.13,OnePlus,55-59,Delhi,Credit Card,OnePlus Nord,17,5,2023,Wednesday
2023-05-17,99859.68,OnePlus,35-39,Bhopal,Credit Card,OnePlus Nord,17,5,2023,Wednesday
2023-05-17,32733.23,OnePlus,55-59,Kolkata,Cash,OnePlus 9,17,5,2023,Wednesday
2023-05-18,48331.88,Samsung,20-24,Delhi,UPI,Galaxy A51,18,5,2023,Thursday
2023-05-18,96747.0,Samsung,20-24,Indore,Cash,Galaxy S21,18,5,2023,Thursday
2023-05-18,138253.91999999998,Vivo,55-59,Bhopal,UPI,Vivo Y51,18,5,2023,Thursday
2023-05-18,312146.55,OnePlus,40-44,Bangalore,Cash,OnePlus 8T,18,5,2023,Thursday
2023-05-19,154705.41,Apple,55-59,Patna,Debit Card,iPhone SE,19,5,2023,Friday
2023-05-19,111196.08,Xiaomi,20-24,Hyderabad,Cash,Redmi Note 10,19,5,2023,Friday
2023-05-19,323263.65,Vivo,25-29,Patna,Cash,Vivo V20,19,5,2023,Friday
2023-05-20,470864.48,Samsung,25-29,Delhi,Debit Card,Galaxy Note 20,20,5,2023,Saturday
2023-05-20,247080.41999999998,Vivo,45-49,Bangalore,Credit Card,Vivo Y51,20,5,2023,Saturday
2023-05-20,225177.16,Vivo,55-59,Indore,Credit Card,Vivo V20,20,5,2023,Saturday
2023-05-20,330893.04,Vivo,20-24,Mumbai,Debit Card,Vivo V20,20,5,2023,Saturday
2023-05-21,58456.62,Vivo,35-39,Delhi,Debit Card,Vivo Y51,21,5,2023,Sunday
2023-05-21,52452.509999999995,Xiaomi,55-59,Delhi,Cash,Redmi Note 10,21,5,2023,Sunday
2023-05-21,85208.36,OnePlus,35-39,Delhi,Debit Card,OnePlus 8T,21,5,2023,Sunday
2023-05-22,279497.97000000003,Apple,45-49,Lucknow,Debit Card,iPhone 12,22,5,2023,Monday
2023-05-22,329158.8,Vivo,20-24,Ludhiana,UPI,Vivo S1,22,5,2023,Monday
2023-05-22,463845.6,Vivo,20-24,Hyderabad,UPI,Vivo Y51,22,5,2023,Monday
2023-05-23,215808.53999999998,Vivo,35-39,Coimbatore,Credit Card,Vivo V20,23,5,2023,Tuesday
2023-05-23,118753.79999999999,OnePlus,40-44,Kanpur,Debit Card,OnePlus 8T,23,5,2023,Tuesday
2023-05-23,207492.56,Samsung,50-54,Ludhiana,Cash,Galaxy S21,23,5,2023,Tuesday
2023-05-23,470350.62,Samsung,40-44,Delhi,Credit Card,Galaxy A51,23,5,2023,Tuesday
2023-05-24,465327.52,Xiaomi,55-59,Lucknow,Credit Card,Redmi 9,24,5,2023,Wednesday
2023-05-24,97337.12,Samsung,30-34,Ludhiana,Credit Card,Galaxy A51,24,5,2023,Wednesday
2023-05-24,75055.79999999999,Vivo,55-59,Indore,Debit Card,Vivo Y51,24,5,2023,Wednesday
2023-05-25,47433.34,Vivo,20-24,Chennai,Debit Card,Vivo S1,25,5,2023,Thursday
2023-05-25,175002.92,Vivo,25-29,Madurai,Cash,Vivo Y51,25,5,2023,Thursday
2023-05-25,273022.96,Xiaomi,30-34,Mumbai,Cash,Redmi 9,25,5,2023,Thursday
2023-05-25,48633.64,Vivo,15-19,Jodhpur,Credit Card,Vivo Y51,25,5,2023,Thursday
2023-05-26,129110.40000000001,Samsung,30-34,Delhi,Debit Card,Galaxy A51,26,5,2023,Friday
2023-05-26,25034.89,OnePlus,15-19,Delhi,Cash,OnePlus 9,26,5,2023,Friday
2023-05-26,304773.66,OnePlus,20-24,Chennai,UPI,OnePlus 9,26,5,2023,Friday
2023-05-26,71373.62,Apple,25-29,Mumbai,UPI,iPhone 11,26,5,2023,Friday
2023-05-27,565333.9199999999,Samsung,35-39,Ludhiana,Credit Card,Galaxy A51,27,5,2023,Saturday
2023-05-27,270617.0,Vivo,55-59,Delhi,UPI,Vivo S1,27,5,2023,Saturday
2023-05-27,127160.16,OnePlus,40-44,Delhi,Credit Card,OnePlus 9,27,5,2023,Saturday
2023-05-27,212602.72,Samsung,55-59,Kanpur,Debit Card,Galaxy A51,27,5,2023,Saturday
2023-05-28,270597.36,OnePlus,45-49,Delhi,Credit Card,OnePlus Nord,28,5,2023,Sunday
2023-05-28,359489.89999999997,Vivo,30-34,Kolkata,Credit Card,Vivo Y51,28,5,2023,Sunday
2023-05-28,199039.65000000002,OnePlus,25-29,Vadodara,Debit Card,OnePlus 9,28,5,2023,Sunday
2023-05-29,74999.76,Apple,55-59,Delhi,Cash,iPhone SE,29,5,2023,Monday
2023-05-29,336857.84,Apple,45-49,Delhi,Cash,iPhone SE,29,5,2023,Monday
2023-05-29,256882.40000000002,OnePlus,40-44,Bangalore,Cash,OnePlus 8T,29,5,2023,Monday
2023-05-30,203019.28,Samsung,35-39,Ranchi,Cash,Galaxy Note 20,30,5,2023,Tuesday
2023-05-30,175957.18000000002,Samsung,30-34,Jodhpur,Credit Card,Galaxy Note 20,30,5,2023,Tuesday
2023-05-30,316427.23,Samsung,55-59,Ranchi,Cash,Galaxy Note 20,30,5,2023,Tuesday
2023-05-30,519793.11,OnePlus,40-44,Delhi,UPI,OnePlus Nord,30,5,2023,Tuesday
2023-05-31,346542.66,Samsung,50-54,Mumbai,UPI,Galaxy A51,31,5,2023,Wednesday
2023-05-31,287989.39999999997,Vivo,35-39,Mumbai,Cash,Vivo S1,31,5,2023,Wednesday
2023-05-31,252743.68,Apple,25-29,Gorakhpur,UPI,iPhone 11,31,5,2023,Wednesday
2023-05-31,66325.61,Vivo,20-24,Delhi,UPI,Vivo S1,31,5,2023,Wednesday
2023-06-01,378321.39,Samsung,25-29,Hyderabad,Debit Card,Galaxy S21,1,6,2023,Thursday
2023-06-01,366055.04,Vivo,40-44,Delhi,Debit Card,Vivo V20,1,6,2023,Thursday
2023-06-01,71290.14,Samsung,30-34,Bhopal,Cash,Galaxy A51,1,6,2023,Thursday
2023-06-02,60648.450000000004,OnePlus,30-34,Chennai,Credit Card,OnePlus 8T,2,6,2023,Friday
2023-06-02,143928.09,Vivo,55-59,Lucknow,Credit Card,Vivo V20,2,6,2023,Friday
2023-06-02,281537.76,OnePlus,40-44,Rajkot,Debit Card,OnePlus Nord,2,6,2023,Friday
2023-06-02,202449.15000000002,OnePlus,35-39,Gorakhpur,Debit Card,OnePlus 9,2,6,2023,Friday
2023-06-03,96447.96,Xiaomi,40-44,Madurai,Credit Card,Redmi Note 10,3,6,2023,Saturday
2023-06-03,300240.55,Samsung,45-49,Hyderabad,Cash,Galaxy S21,3,6,2023,Saturday
2023-06-03,456562.72,Apple,55-59,Mumbai,Credit Card,iPhone 12,3,6,2023,Saturday
2023-06-03,84484.96,Samsung,25-29,Mumbai,Credit Card,Galaxy A51,3,6,2023,Saturday
2023-06-04,96119.52,Apple,40-44,Ludhiana,UPI,iPhone 12,4,6,2023,Sunday
2023-06-04,177296.73,Samsung,30-34,Delhi,Credit Card,Galaxy A51,4,6,2023,Sunday
2023-06-04,387610.0,OnePlus,55-59,Delhi,Debit Card,OnePlus 9,4,6,2023,Sunday
2023-06-04,200367.22999999998,Vivo,15-19,Delhi,Cash,Vivo V20,4,6,2023,Sunday
2023-06-05,98733.34,Vivo,55-59,Kolkata,Credit Card,Vivo V20,5,6,2023,Monday
2023-06-05,135766.2,Xiaomi,25-29,Gorakhpur,UPI,Redmi 9,5,6,2023,Monday
2023-06-05,261857.69999999998,Apple,55-59,Lucknow,Debit Card,iPhone 12,5,6,2023,Monday
2023-06-06,97616.72,Apple,30-34,Ludhiana,Debit Card,iPhone 12,6,6,2023,Tuesday
2023-06-06,390739.59,Apple,45-49,Bhopal,UPI,iPhone 11,6,6,2023,Tuesday
2023-06-06,32987.2,OnePlus,55-59,Mumbai,Debit Card,OnePlus 9,6,6,2023,Tuesday
2023-06-07,131997.24,Apple,35-39,Bangalore,UPI,iPhone 11,7,6,2023,Wednesday
2023-06-07,270096.66000000003,Vivo,45-49,Lucknow,Debit Card,Vivo S1,7,6,2023,Wednesday
2023-06-07,161967.47,OnePlus,40-44,Coimbatore,Debit Card,OnePlus 9,7,6,2023,Wednesday
2023-06-08,278550.93,Samsung,20-24,Hyderabad,Debit Card,Galaxy S21,8,6,2023,Thursday
2023-06-08,26619.87,Apple,30-34,Gorakhpur,Debit Card,iPhone 11,8,6,2023,Thursday
2023-06-08,252565.5,Apple,50-54,Ludhiana,UPI,iPhone 11,8,6,2023,Thursday
2023-06-08,216373.85,Samsung,55-59,Indore,Credit Card,Galaxy S21,8,6,2023,Thursday
2023-06-09,107544.06,Apple,50-54,Mumbai,Debit Card,iPhone SE,9,6,2023,Friday
2023-06-09,155722.26,Samsung,20-24,Chennai,UPI,Galaxy Note 20,9,6,2023,Friday
2023-06-09,72612.78,OnePlus,30-34,Mumbai,UPI,OnePlus 9,9,6,2023,Friday
2023-06-09,70905.54000000001,Vivo,40-44,Lucknow,UPI,Vivo Y51,9,6,2023,Friday
2023-06-10,224954.2,Samsung,55-59,Mumbai,Credit Card,Galaxy A51,10,6,2023,Saturday
2023-06-10,425785.23,Xiaomi,55-59,Delhi,Cash,Mi 11,10,6,2023,Saturday
2023-06-10,46081.58,Samsung,35-39,Coimbatore,UPI,Galaxy S21,10,6,2023,Saturday
2023-06-10,342104.0,Apple,30-34,Delhi,UPI,iPhone 11,10,6,2023,Saturday
2023-06-11,227093.95,OnePlus,45-49,Hyderabad,UPI,OnePlus Nord,11,6,2023,Sunday
2023-06-11,66079.12,OnePlus,35-39,Delhi,Credit Card,OnePlus 9,11,6,2023,Sunday
2023-06-11,42056.6,Samsung,15-19,Coimbatore,Debit Card,Galaxy S21,11,6,2023,Sunday
2023-06-12,12867.98,Vivo,20-24,Kolkata,Credit Card,Vivo V20,12,6,2023,Monday
2023-06-12,128937.59999999999,Xiaomi,40-44,Delhi,UPI,Redmi Note 10,12,6,2023,Monday
2023-06-12,40076.16,OnePlus,40-44,Delhi,Cash,OnePlus Nord,12,6,2023,Monday
2023-06-12,104358.34999999999,Apple,45-49,Hyderabad,UPI,iPhone 12,12,6,2023,Monday
2023-06-13,352216.41,Apple,25-29,Vadodara,Debit Card,iPhone SE,13,6,2023,Tuesday
2023-06-13,75138.0,Vivo,35-39,Delhi,Cash,Vivo S1,13,6,2023,Tuesday
2023-06-13,417040.38,OnePlus,15-19,Delhi,Cash,OnePlus 8T,13,6,2023,Tuesday
2023-06-13,141678.90000000002,Samsung,20-24,Ranchi,Credit Card,Galaxy Note 20,13,6,2023,Tuesday
2023-06-14,143249.05000000002,Apple,25-29,Mumbai,Credit Card,iPhone 12,14,6,2023,Wednesday
2023-06-14,345272.2,Vivo,35-39,Kanpur,Debit Card,Vivo V20,14,6,2023,Wednesday
2023-06-14,179716.47,OnePlus,35-39,Mumbai,Credit Card,OnePlus Nord,14,6,2023,Wednesday
2023-06-14,76375.9,OnePlus,35-39,Patna,Debit Card,OnePlus 8T,14,6,2023,Wednesday
2023-06-15,302930.67,OnePlus,25-29,Delhi,Cash,OnePlus 9,15,6,2023,Thursday
2023-06-15,60590.68,OnePlus,50-54,Hyderabad,Cash,OnePlus 9,15,6,2023,Thursday
2023-06-15,233152.86,OnePlus,25-29,Delhi,Cash,OnePlus Nord,15,6,2023,Thursday
2023-06-15,134168.52,Apple,20-24,Mumbai,Debit Card,iPhone 11,15,6,2023,Thursday
2023-06-16,179120.01,Vivo,45-49,Kanpur,Credit Card,Vivo V20,16,6,2023,Friday
2023-06-16,84532.7,OnePlus,35-39,Indore,Credit Card,OnePlus 9,16,6,2023,Friday
2023-06-16,38365.12,Xiaomi,40-44,Lucknow,Credit Card,Redmi Note 10,16,6,2023,Friday
2023-06-17,363016.35000000003,Xiaomi,30-34,Chennai,UPI,Redmi Note 10,17,6,2023,Saturday
2023-06-17,173961.0,Vivo,35-39,Mumbai,Cash,Vivo V20,17,6,2023,Saturday
2023-06-17,438273.85000000003,Samsung,20-24,Mumbai,Cash,Galaxy S21,17,6,2023,Saturday
2023-06-18,87816.65000000001,Samsung,45-49,Bhopal,UPI,Galaxy Note 20,18,6,2023,Sunday
2023-06-18,437588.13,Samsung,50-54,Bhopal,Cash,Galaxy A51,18,6,2023,Sunday
2023-06-18,162930.64,Xiaomi,35-39,Jodhpur,Cash,Redmi 9,18,6,2023,Sunday
2023-06-18,274094.96,Samsung,30-34,Mumbai,UPI,Galaxy A51,18,6,2023,Sunday
2023-06-19,138026.21,Apple,35-39,Delhi,Cash,iPhone 12,19,6,2023,Monday
2023-06-19,260245.40000000002,OnePlus,50-54,Delhi,Credit Card,OnePlus Nord,19,6,2023,Monday
2023-06-19,393650.39999999997,Xiaomi,40-44,Coimbatore,UPI,Mi 11,19,6,2023,Monday
2023-06-20,162613.2,Vivo,55-59,Jodhpur,Cash,Vivo V20,20,6,2023,Tuesday
2023-06-20,171465.69999999998,Vivo,20-24,Delhi,Credit Card,Vivo Y51,20,6,2023,Tuesday
2023-06-20,86584.04,OnePlus,20-24,Vadodara,Debit Card,OnePlus 9,20,6,2023,Tuesday
2023-06-21,288855.80000000005,Xiaomi,50-54,Patna,Cash,Redmi Note 10,21,6,2023,Wednesday
2023-06-21,30678.18,Samsung,15-19,Bangalore,UPI,Galaxy A51,21,6,2023,Wednesday
2023-06-21,430943.85000000003,Samsung,30-34,Delhi,Credit Card,Galaxy Note 20,21,6,2023,Wednesday
2023-06-21,274745.76,Apple,50-54,Kolkata,Debit Card,iPhone SE,21,6,2023,Wednesday
2023-06-22,87267.39,Apple,30-34,Madurai,Debit Card,iPhone 12,22,6,2023,Thursday
2023-06-22,259597.65999999997,Samsung,45-49,Delhi,Cash,Galaxy Note 20,22,6,2023,Thursday
2023-06-22,99271.16,Vivo,35-39,Ludhiana,Debit Card,Vivo Y51,22,6,2023,Thursday
2023-06-22,172179.41999999998,Vivo,30-34,Mumbai,UPI,Vivo V20,22,6,2023,Thursday
2023-06-23,384576.8,Apple,50-54,Delhi,Debit Card,iPhone SE,23,6,2023,Friday
2023-06-23,167850.8,OnePlus,45-49,Indore,Cash,OnePlus 9,23,6,2023,Friday
2023-06-23,33551.57,Samsung,40-44,Patna,Debit Card,Galaxy Note 20,23,6,2023,Friday
2023-06-24,164898.36000000002,Apple,50-54,Mumbai,Cash,iPhone 11,24,6,2023,Saturday
2023-06-24,59364.19,Apple,50-54,Patna,Debit Card,iPhone 11,24,6,2023,Saturday
2023-06-24,185422.3,Samsung,55-59,Delhi,Credit Card,Galaxy S21,24,6,2023,Saturday
2023-06-24,280607.95,Samsung,50-54,Lucknow,Cash,Galaxy Note 20,24,6,2023,Saturday
2023-06-25,247498.32,Vivo,50-54,Bhopal,UPI,Vivo Y51,25,6,2023,Sunday
2023-06-25,73804.04,OnePlus,40-44,Delhi,UPI,OnePlus Nord,25,6,2023,Sunday
2023-06-25,101461.24,OnePlus,50-54,Ranchi,Debit Card,OnePlus Nord,25,6,2023,Sunday
2023-06-26,34440.86,Samsung,55-59,Mumbai,Credit Card,Galaxy Note 20,26,6,2023,Monday
2023-06-26,15912.24,Xiaomi,35-39,Mumbai,Debit Card,Redmi 9,26,6,2023,Monday
2023-06-26,166343.25,Apple,55-59,Patna,Debit Card,iPhone 12,26,6,2023,Monday
2023-06-26,70235.01,Apple,55-59,Vadodara,Credit Card,iPhone SE,26,6,2023,Monday
2023-06-27,93382.59000000001,Samsung,50-54,Rajkot,Cash,Galaxy A51,27,6,2023,Tuesday
2023-06-27,57851.04,Xiaomi,35-39,Mumbai,UPI,Redmi 9,27,6,2023,Tuesday
2023-06-27,173193.30000000002,Vivo,40-44,Mumbai,Credit Card,Vivo S1,27,6,2023,Tuesday
2023-06-28,285052.62,Samsung,25-29,Mumbai,Debit Card,Galaxy S21,28,6,2023,Wednesday
2023-06-28,121274.4,Samsung,20-24,Delhi,Cash,Galaxy A51,28,6,2023,Wednesday
2023-06-28,52766.46,Apple,20-24,Delhi,Debit Card,iPhone 11,28,6,2023,Wednesday
2023-06-28,104606.58,Samsung,40-44,Ludhiana,Cash,Galaxy A51,28,6,2023,Wednesday
2023-06-29,21777.06,Samsung,40-44,Lucknow,UPI,Galaxy A51,29,6,2023,Thursday
2023-06-29,120925.4,Samsung,35-39,Patna,UPI,Galaxy Note 20,29,6,2023,Thursday
2023-06-29,204049.4,Apple,45-49,Delhi,Cash,iPhone 12,29,6,2023,Thursday
2023-06-30,165146.4,Vivo,50-54,Ludhiana,UPI,Vivo Y51,30,6,2023,Friday
2023-06-30,48437.64,Vivo,30-34,Hyderabad,Debit Card,Vivo Y51,30,6,2023,Friday
2023-06-30,73757.02,Samsung,20-24,Delhi,Cash,Galaxy Note 20,30,6,2023,Friday
